EmployeeID,Age,Gender,Department,HoursWorkedPerWeek,SatisfactionScore,PerformanceRating,YearsAtCompany,Promotions,LeftCompany,ProductivityScore
2213,25,Female,Operations,59,4.85,4,4,4,No,89.8
2214,40,Female,Operations,23,4.61,3,8,2,No,62.2
2215,41,Male,Operations,39,3.21,4,13,3,Yes,59.4
2216,51,Male,IT,34,3.34,5,26,0,Yes,57.2
2217,56,Male,Finance,48,4.1,2,15,3,Yes,74.6
2218,31,Female,Sales,24,2.23,4,2,0,Yes,39.1
2219,35,Male,Operations,58,3.11,4,14,4,No,71.7
2220,39,Male,Finance,59,4.61,4,29,0,No,87.4
2221,27,Female,Sales,26,1.27,3,17,4,No,30.9
2222,48,Male,Sales,27,4.62,4,17,2,No,65.1
2223,25,Male,Sales,51,3.92,3,13,0,No,74.9
2224,25,Male,Operations,55,4.08,1,24,1,No,79.3
2225,50,Female,IT,52,1.26,1,6,1,No,49.0
2226,52,Male,Operations,56,1.75,3,25,4,No,56.7
2227,28,Male,Operations,51,4.7,4,27,2,No,82.7
2228,30,Male,Finance,55,1.5,3,19,4,No,53.5
2229,58,Female,HR,53,3.52,4,5,3,No,72.3
2230,52,Female,HR,44,4.13,3,25,3,No,72.1
2231,48,Male,HR,51,1.93,1,15,3,No,55.0
2232,37,Male,Finance,21,3.8,5,21,1,No,52.7
2233,51,Female,Marketing,28,1.26,3,18,3,No,32.2
2234,28,Female,Finance,57,3.0,3,8,0,Yes,69.9
2235,45,Female,Sales,48,2.34,2,19,3,No,57.0
2236,29,Female,Operations,57,3.58,2,0,1,No,75.7
2237,22,Female,Marketing,37,4.56,3,17,0,No,71.5
2238,35,Female,Sales,41,1.5,4,20,2,No,43.7
2239,23,Male,Operations,54,2.8,2,13,4,No,65.8
2240,56,Male,Operations,34,2.69,4,13,4,No,50.7
2241,24,Male,Sales,26,2.3,3,7,0,No,41.2
2242,34,Female,Finance,32,2.92,3,22,0,No,51.6
2243,45,Female,HR,55,4.52,4,24,4,No,83.7
2244,30,Female,Marketing,35,4.89,2,16,4,No,73.4
2245,41,Male,Operations,40,1.01,5,17,0,Yes,38.1
2246,56,Male,IT,47,3.96,4,14,4,No,72.5
2247,32,Male,Operations,29,3.46,3,9,2,No,54.9
2248,47,Male,HR,38,4.98,3,19,3,Yes,76.4
2249,22,Female,Operations,36,1.36,1,15,3,No,38.8
2250,33,Female,IT,20,4.25,3,6,2,No,56.5
2251,52,Male,Finance,32,4.74,3,28,3,No,69.8
2252,51,Male,Operations,55,4.65,5,28,3,No,85.0
2253,36,Female,Marketing,39,3.24,3,16,3,No,59.7
2254,52,Male,Finance,59,2.31,3,4,1,Yes,64.4
2255,52,Female,IT,25,3.56,4,17,2,No,53.1
2256,54,Male,Sales,42,2.22,3,13,4,No,51.6
2257,31,Male,Operations,43,2.65,2,17,0,No,56.6
2258,30,Male,Finance,24,2.78,2,17,2,No,44.6
2259,35,Male,Operations,51,2.21,2,14,2,No,57.8
2260,37,Female,Marketing,36,2.37,2,24,1,No,48.9
2261,38,Male,Operations,30,1.03,3,10,1,No,31.3
2262,29,Male,Finance,46,2.19,4,25,3,No,54.1
2263,45,Male,HR,23,2.89,1,4,1,No,45.0
2264,34,Male,Finance,42,1.69,4,15,4,No,46.3
2265,45,Male,IT,42,4.22,2,7,4,Yes,71.6
2266,42,Male,Finance,53,3.15,3,12,3,No,68.6
2267,50,Female,Marketing,40,4.18,3,25,1,Yes,69.8
2268,40,Female,Finance,41,1.51,2,21,3,Yes,43.8
2269,41,Male,Finance,20,4.28,2,26,0,No,56.8
2270,52,Male,Marketing,51,4.83,2,16,1,No,84.0
2271,41,Male,Finance,47,2.41,3,25,1,No,57.0
2272,55,Male,Marketing,37,2.14,4,8,1,No,47.3
2273,52,Female,IT,26,3.59,5,14,1,No,54.1
2274,50,Female,Marketing,57,3.54,1,6,4,No,75.3
2275,59,Female,IT,25,1.45,5,26,3,No,32.0
2276,32,Male,IT,33,4.71,3,17,4,No,70.2
2277,38,Male,Marketing,49,2.92,3,13,3,No,63.5
2278,41,Female,Finance,33,4.06,2,7,0,No,63.7
2279,33,Male,Operations,28,2.44,2,1,1,No,44.0
2280,41,Male,HR,50,2.05,3,17,2,No,55.5
2281,28,Female,Operations,21,1.45,5,3,4,No,29.2
2282,27,Female,Marketing,37,2.1,2,23,2,No,46.9
2283,43,Female,Finance,24,4.97,3,22,0,No,66.5
2284,52,Male,IT,45,3.63,2,1,2,No,67.8
2285,31,Male,Sales,42,4.21,2,9,0,No,71.5
2286,42,Male,HR,31,4.83,4,5,4,No,70.0
2287,42,Female,Operations,33,1.32,2,10,0,Yes,36.3
2288,45,Male,Finance,32,1.66,2,26,4,No,39.0
2289,42,Female,HR,54,4.71,5,19,4,No,84.9
2290,48,Female,Sales,34,3.26,3,9,2,Yes,56.4
2291,49,Male,Sales,54,3.54,1,28,3,Yes,73.2
2292,33,Male,Sales,38,2.71,4,16,3,No,53.7
2293,38,Male,Operations,34,4.26,3,23,3,No,66.4
2294,22,Female,Marketing,27,3.07,4,7,1,No,49.6
2295,49,Female,HR,42,4.3,3,5,2,No,72.4
2296,41,Female,Marketing,32,4.97,3,15,0,No,72.1
2297,35,Male,Sales,42,3.59,1,9,3,Yes,65.3
2298,47,Male,Finance,50,3.12,4,29,2,No,66.2
2299,51,Female,Sales,49,2.46,2,22,1,No,58.9
2300,35,Male,Marketing,21,1.78,5,27,2,No,32.5
2301,43,Female,Sales,30,3.63,2,28,0,No,57.3
2302,44,Female,Sales,44,1.25,4,18,3,No,43.3
2303,33,Male,Marketing,48,4.83,4,24,0,Yes,81.9
2304,42,Male,Marketing,41,3.59,3,3,1,No,64.6
2305,57,Male,Finance,38,4.84,3,26,0,No,75.0
2306,53,Male,Marketing,28,2.09,4,1,1,No,40.5
2307,23,Female,Finance,57,4.79,3,19,0,No,87.8
2308,39,Female,IT,48,3.45,3,1,1,No,68.1
2309,43,Female,IT,29,4.24,3,11,2,No,62.7
2310,49,Female,Marketing,41,1.72,3,3,2,No,45.9
2311,50,Male,Sales,43,3.0,2,15,2,No,60.1
2312,59,Male,HR,27,3.28,1,1,2,No,51.7
2313,45,Female,Sales,25,2.57,3,15,0,No,43.2
2314,57,Male,Marketing,26,2.01,3,27,4,No,38.3
2315,28,Female,Finance,39,4.62,5,14,1,No,73.5
2316,36,Female,Sales,36,1.34,3,13,1,No,38.6
2317,28,Male,IT,55,1.62,3,10,4,Yes,54.7
2318,21,Male,Operations,27,2.28,3,14,1,No,41.7
2319,25,Female,Marketing,32,4.68,2,23,1,No,69.2
2320,23,Female,Sales,43,3.26,4,5,2,Yes,62.7
2321,21,Male,Operations,50,2.49,3,29,1,Yes,59.9
2322,24,Female,Sales,42,2.61,5,23,1,No,55.5
2323,55,Female,Finance,36,4.35,2,26,3,No,68.7
2324,52,Female,Finance,43,1.11,3,15,1,No,41.2
2325,54,Male,Finance,29,1.05,4,0,4,No,30.8
2326,45,Male,Operations,50,1.18,3,24,1,No,46.8
2327,30,Female,HR,39,2.88,3,27,4,No,56.1
2328,41,Female,Operations,35,3.32,2,10,1,No,57.7
2329,59,Male,Marketing,33,3.5,3,13,4,No,58.1
2330,47,Female,Marketing,22,3.92,3,1,1,No,54.6
2331,47,Female,IT,49,1.76,2,23,1,No,51.9
2332,22,Male,IT,37,2.05,2,15,3,No,46.4
2333,33,Female,Marketing,25,1.97,4,3,3,No,37.2
2334,29,Female,Sales,39,1.6,4,13,1,Yes,43.3
2335,56,Male,Marketing,54,1.98,5,15,3,No,57.6
2336,42,Male,HR,38,3.45,3,14,0,No,61.1
2337,46,Female,IT,45,2.47,3,1,0,Yes,56.2
2338,32,Male,IT,54,4.07,2,12,2,No,78.5
2339,37,Male,Operations,31,3.15,4,16,2,Yes,53.2
2340,34,Female,IT,27,1.85,3,27,0,No,37.4
2341,34,Female,Marketing,56,2.87,3,19,2,Yes,67.9
2342,54,Female,IT,29,3.37,3,9,1,No,54.0
2343,40,Female,IT,40,4.46,3,14,1,Yes,72.6
2344,31,Male,Operations,48,4.33,4,16,2,No,76.9
2345,36,Male,Marketing,50,2.71,4,7,0,No,62.1
2346,51,Male,Sales,59,3.59,5,1,4,No,77.2
2347,26,Male,IT,26,2.19,3,23,1,No,40.1
2348,39,Female,IT,53,3.53,3,25,3,No,72.4
2349,57,Female,IT,53,4.65,1,0,4,No,83.6
2350,24,Male,HR,49,3.5,3,22,3,No,69.3
2351,24,Male,Marketing,23,2.22,5,22,1,No,38.3
2352,40,Male,IT,49,3.58,3,4,2,No,70.1
2353,30,Male,HR,44,4.61,4,2,3,No,76.9
2354,44,Male,Sales,33,1.55,5,21,0,No,38.6
2355,55,Male,Sales,43,2.93,2,10,3,No,59.4
2356,46,Female,Operations,50,2.28,3,15,0,Yes,57.8
2357,57,Male,Operations,58,1.97,3,20,4,No,60.3
2358,58,Male,Operations,47,2.58,2,8,4,No,58.7
2359,41,Female,HR,44,2.58,1,3,2,No,56.6
2360,59,Male,Sales,38,1.84,3,8,0,Yes,45.0
2361,41,Female,Operations,23,2.61,3,13,2,No,42.2
2362,30,Male,Finance,53,3.53,3,9,3,No,72.4
2363,58,Male,Operations,51,1.1,4,21,2,No,46.7
2364,24,Male,Sales,44,4.96,2,15,3,No,80.4
2365,40,Female,Finance,41,2.18,1,8,4,Yes,50.5
2366,37,Male,HR,47,3.49,1,2,2,Yes,67.8
2367,27,Female,Finance,37,2.13,3,27,4,No,47.2
2368,24,Male,Sales,26,2.57,5,29,3,No,43.9
2369,49,Male,IT,30,3.2,5,28,0,No,53.0
2370,34,Male,Finance,30,3.45,2,0,1,No,55.5
2371,23,Male,Sales,28,4.08,2,27,3,No,60.4
2372,44,Male,Operations,54,4.17,3,21,3,Yes,79.5
2373,57,Male,IT,56,3.07,3,19,1,No,69.9
2374,36,Male,HR,42,1.3,4,10,1,No,42.4
2375,24,Male,HR,52,3.23,4,25,4,No,68.7
2376,44,Male,Marketing,20,2.91,5,19,3,No,43.1
2377,54,Male,HR,39,1.86,4,19,3,Yes,45.9
2378,50,Male,Marketing,24,1.04,3,0,2,No,27.2
2379,38,Female,HR,48,2.26,1,4,1,No,56.2
2380,39,Female,HR,45,2.04,2,8,0,No,51.9
2381,51,Male,HR,57,2.93,3,2,3,No,69.2
2382,39,Male,Marketing,22,4.05,3,11,2,Yes,55.9
2383,39,Male,Operations,40,2.76,2,17,0,No,55.6
2384,42,Female,Marketing,32,4.81,2,27,4,Yes,70.5
2385,44,Male,Finance,50,1.89,2,1,2,No,53.9
2386,32,Female,Sales,36,1.88,2,9,0,No,44.0
2387,50,Male,Sales,54,3.42,4,6,3,No,72.0
2388,58,Male,Operations,42,4.59,4,29,2,Yes,75.3
2389,51,Male,Sales,22,3.69,3,21,1,No,52.3
2390,56,Male,HR,21,3.69,1,17,0,No,51.6
2391,39,Female,Operations,22,4.23,4,15,3,No,57.7
2392,56,Male,Sales,39,3.67,3,12,2,No,64.0
2393,50,Female,Marketing,28,4.04,3,0,0,No,60.0
2394,53,Female,Finance,23,4.46,1,6,4,Yes,60.7
2395,38,Female,IT,44,1.03,4,29,4,No,41.1
2396,48,Male,Finance,20,4.54,4,10,1,No,59.4
2397,31,Male,Sales,58,1.86,4,5,2,No,59.2
2398,53,Male,Operations,31,4.65,3,20,2,No,68.2
2399,37,Male,Sales,59,2.06,3,4,1,No,61.9
2400,26,Female,Marketing,59,2.82,1,9,2,No,69.5
2401,24,Male,Finance,43,4.74,2,28,4,Yes,77.5
2402,40,Female,Marketing,28,1.44,2,2,4,Yes,34.0
2403,47,Male,Marketing,39,3.98,1,26,1,No,67.1
2404,35,Female,IT,24,2.57,2,14,3,No,42.5
2405,26,Male,Marketing,39,1.1,4,11,1,No,38.3
2406,34,Male,Marketing,40,4.76,3,4,4,Yes,75.6
2407,31,Female,IT,21,1.47,4,13,1,No,29.4
2408,59,Male,HR,40,4.1,2,11,4,No,69.0
2409,29,Female,HR,43,2.54,2,21,3,No,55.5
2410,46,Male,Operations,28,4.24,3,10,4,Yes,62.0
2411,36,Male,IT,58,4.0,4,22,2,No,80.6
2412,25,Female,Operations,49,3.53,2,22,0,No,69.6
2413,30,Female,Operations,37,4.76,2,12,3,No,73.5
2414,23,Male,Marketing,29,1.4,1,9,0,No,34.3
2415,33,Female,Operations,40,4.19,3,9,3,No,69.9
2416,50,Female,Sales,41,3.68,3,23,3,No,65.5
2417,26,Female,Finance,36,2.26,2,20,3,No,47.8
2418,37,Male,Sales,24,3.18,3,13,3,No,48.6
2419,39,Male,Sales,25,3.58,4,19,4,Yes,53.3
2420,55,Female,Marketing,29,3.95,2,15,2,No,59.8
2421,46,Female,Finance,21,1.75,3,11,4,No,32.2
2422,25,Male,Operations,26,1.41,2,22,4,No,32.3
2423,49,Male,Finance,23,1.41,5,17,2,No,30.2
2424,57,Male,Operations,56,2.18,4,23,3,No,61.0
2425,40,Female,HR,38,1.62,3,3,2,No,42.8
2426,41,Male,IT,47,3.14,2,9,0,No,64.3
2427,30,Male,Marketing,39,2.75,3,0,2,No,54.8
2428,25,Male,Operations,49,4.57,4,17,4,No,80.0
2429,56,Female,Operations,57,3.87,4,14,3,Yes,78.6
2430,26,Male,Finance,21,1.82,4,16,4,No,32.9
2431,46,Male,Marketing,22,1.18,3,20,0,No,27.2
2432,24,Female,Operations,58,3.84,3,0,3,Yes,79.0
2433,59,Female,HR,44,4.38,3,26,1,Yes,74.6
2434,59,Male,Sales,21,3.8,2,13,4,Yes,52.7
2435,55,Male,Operations,58,3.58,2,11,4,No,76.4
2436,21,Female,Finance,34,2.0,3,24,2,No,43.8
2437,44,Female,HR,22,2.98,1,26,3,No,45.2
2438,56,Female,Marketing,24,3.9,4,10,4,No,55.8
2439,26,Female,Operations,59,1.77,4,19,0,No,59.0
2440,51,Female,HR,55,2.91,3,25,3,No,67.6
2441,40,Female,HR,59,1.47,4,18,3,No,56.0
2442,44,Male,HR,57,3.12,3,29,2,No,71.1
2443,45,Male,HR,56,3.29,3,24,4,No,72.1
2444,56,Male,HR,46,3.14,1,3,4,Yes,63.6
2445,41,Male,HR,24,2.88,4,16,1,No,45.6
2446,50,Male,IT,36,3.35,3,17,1,Yes,58.7
2447,44,Male,Marketing,57,4.99,3,3,3,No,89.8
2448,50,Female,Sales,31,3.49,3,26,4,No,56.6
2449,42,Male,Marketing,50,4.01,1,0,2,No,75.1
2450,48,Male,Finance,52,1.77,5,5,4,No,54.1
2451,27,Female,Finance,48,3.12,5,6,2,Yes,64.8
2452,55,Male,Marketing,57,1.03,4,0,1,Yes,50.2
2453,48,Male,HR,22,1.13,5,5,0,No,26.7
2454,34,Male,IT,57,2.29,2,2,4,No,62.8
2455,30,Female,Sales,59,2.87,2,22,1,No,70.0
2456,36,Male,Operations,49,3.3,4,15,0,No,67.3
2457,36,Female,Operations,41,4.55,1,26,0,Yes,74.2
2458,51,Male,HR,57,4.09,1,1,1,No,80.8
2459,45,Male,Marketing,51,2.2,4,1,1,No,57.7
2460,33,Male,Operations,29,3.97,3,10,1,No,60.0
2461,26,Female,Marketing,51,3.2,3,19,2,No,67.7
2462,29,Female,IT,23,4.12,3,10,3,No,57.3
2463,56,Female,IT,48,2.64,4,7,3,No,60.0
2464,40,Female,Marketing,27,1.37,4,18,3,No,32.6
2465,38,Male,HR,39,3.47,3,23,2,No,62.0
2466,41,Female,HR,26,3.23,5,22,1,No,50.5
2467,24,Male,HR,20,4.81,3,20,3,Yes,62.1
2468,53,Female,Operations,44,1.65,1,14,2,Yes,47.3
2469,47,Male,Sales,45,3.62,3,27,2,No,67.7
2470,27,Male,Sales,28,2.9,1,19,1,No,48.6
2471,26,Male,HR,42,2.52,2,13,0,No,54.6
2472,35,Male,Marketing,59,4.18,2,25,2,Yes,83.1
2473,38,Male,IT,21,4.24,3,25,4,No,57.1
2474,52,Female,Finance,45,3.86,3,17,2,No,70.1
2475,31,Male,IT,33,1.33,2,24,0,No,36.4
2476,40,Male,IT,50,2.38,3,19,0,No,58.8
2477,44,Female,Finance,45,1.19,2,4,4,No,43.4
2478,35,Male,HR,38,2.37,3,1,3,No,50.3
2479,27,Female,IT,57,3.59,2,1,2,Yes,75.8
2480,41,Female,Finance,24,3.07,3,1,1,No,47.5
2481,46,Female,Operations,25,3.81,3,25,1,No,55.6
2482,34,Female,Marketing,54,3.21,1,1,4,No,69.9
2483,57,Male,Marketing,35,3.22,3,8,0,Yes,56.7
2484,41,Male,Marketing,50,3.04,4,28,3,Yes,65.4
2485,38,Male,HR,37,2.46,1,11,2,Yes,50.5
2486,25,Female,IT,33,2.79,1,20,2,No,51.0
2487,23,Male,IT,44,1.45,3,26,2,No,45.3
2488,43,Male,Sales,34,4.34,4,21,1,Yes,67.2
2489,46,Male,Marketing,45,4.56,5,19,3,Yes,77.1
2490,57,Female,HR,55,4.07,1,17,4,No,79.2
2491,44,Male,Finance,30,3.33,1,2,1,No,54.3
2492,39,Female,HR,56,3.28,2,29,0,No,72.0
2493,45,Male,IT,56,2.88,3,18,3,No,68.0
2494,41,Male,Marketing,26,1.93,3,15,0,No,37.5
2495,32,Male,Sales,37,2.54,5,10,2,No,51.3
2496,53,Female,Operations,39,4.96,4,26,1,No,76.9
2497,24,Female,HR,21,1.58,3,25,3,No,30.5
2498,27,Male,Sales,45,3.17,3,23,1,No,63.2
2499,42,Male,IT,42,4.47,3,23,3,No,74.1
2500,53,Female,Finance,51,2.81,3,14,2,No,63.8
2501,37,Male,HR,32,3.42,4,21,3,Yes,56.6
2502,44,Male,Operations,32,4.31,3,10,2,No,65.5
2503,54,Male,IT,36,3.19,3,28,1,Yes,57.1
2504,48,Male,Marketing,44,3.93,3,9,1,Yes,70.1
2505,59,Male,HR,41,2.39,3,26,1,No,52.6
2506,42,Male,Sales,46,3.93,3,23,2,No,71.5
2507,37,Male,HR,36,1.16,4,18,0,No,36.8
2508,54,Female,IT,45,1.61,2,22,0,Yes,47.6
2509,26,Male,IT,57,3.55,3,4,3,No,75.4
2510,26,Female,Sales,33,2.8,5,13,1,No,51.1
2511,54,Male,Operations,33,4.31,4,8,0,No,66.2
2512,21,Female,IT,31,2.37,3,24,4,No,45.4
2513,30,Male,HR,24,4.07,3,20,1,No,57.5
2514,41,Female,Operations,56,1.56,3,5,4,No,54.8
2515,25,Male,Sales,23,4.72,2,0,0,No,63.3
2516,22,Female,IT,48,2.67,3,27,2,No,60.3
2517,42,Male,IT,44,1.92,4,29,4,No,50.0
2518,22,Male,HR,23,4.16,3,11,4,No,57.7
2519,30,Female,IT,35,4.79,3,13,1,No,72.4
2520,54,Female,HR,21,4.67,2,3,3,No,61.4
2521,36,Male,Marketing,42,1.95,3,14,2,No,48.9
2522,59,Female,Operations,23,3.69,5,16,1,No,53.0
2523,42,Male,HR,39,3.19,3,19,1,No,59.2
2524,32,Male,Finance,36,3.9,2,11,0,Yes,64.2
2525,44,Female,IT,25,2.95,1,0,3,No,47.0
2526,58,Male,Marketing,37,2.88,1,12,3,No,54.7
2527,30,Female,Operations,39,4.53,3,29,2,No,72.6
2528,55,Male,Sales,58,4.49,3,9,2,No,85.5
2529,52,Female,Finance,53,4.15,3,3,3,No,78.6
2530,27,Male,Sales,59,3.82,3,5,4,Yes,79.5
2531,41,Female,Finance,43,3.71,3,8,4,No,67.2
2532,40,Female,Marketing,37,1.22,1,17,1,No,38.1
2533,46,Male,Operations,49,4.0,4,1,3,Yes,74.3
2534,24,Female,Marketing,20,3.55,3,5,1,No,49.5
2535,42,Male,Marketing,42,2.21,2,10,4,No,51.5
2536,35,Female,Finance,48,4.28,2,25,2,Yes,76.4
2537,41,Female,HR,51,4.33,3,27,3,No,79.0
2538,35,Male,Operations,21,4.73,2,12,0,No,62.0
2539,42,Female,Sales,55,2.67,5,5,1,No,65.2
2540,48,Male,HR,36,3.2,3,11,3,No,57.2
2541,34,Male,HR,21,4.62,5,18,0,No,60.9
2542,47,Male,IT,23,2.27,4,17,1,No,38.8
2543,48,Female,Sales,53,4.19,4,29,4,No,79.0
2544,46,Male,Finance,20,4.97,3,18,1,No,63.7
2545,22,Female,IT,42,3.61,2,27,2,No,65.5
2546,45,Male,IT,25,4.93,3,11,1,No,66.8
2547,23,Female,Marketing,35,3.06,3,19,1,Yes,55.1
2548,28,Male,Finance,21,1.61,5,12,3,Yes,30.8
2549,53,Female,HR,31,1.7,2,19,3,No,38.7
2550,55,Male,Operations,46,3.93,3,22,4,No,71.5
2551,26,Male,HR,38,1.0,4,3,2,No,36.6
2552,59,Male,HR,47,3.65,3,25,2,Yes,69.4
2553,43,Female,Marketing,54,1.61,5,29,4,No,53.9
2554,45,Male,HR,23,4.94,1,21,0,No,65.5
2555,39,Female,Sales,26,1.65,3,5,1,No,34.7
2556,25,Male,HR,56,3.21,4,12,3,No,71.3
2557,31,Female,HR,44,3.68,2,29,4,No,67.6
2558,32,Male,Sales,36,4.28,1,9,4,No,68.0
2559,30,Male,Marketing,33,2.84,1,2,3,No,51.5
2560,28,Male,IT,56,4.74,3,8,3,Yes,86.6
2561,44,Male,Finance,21,2.92,2,14,0,Yes,43.9
2562,48,Male,Marketing,43,2.01,2,29,2,No,50.2
2563,56,Female,HR,34,3.37,3,25,3,No,57.5
2564,57,Female,IT,52,3.63,1,29,4,No,72.7
2565,41,Female,Finance,31,3.03,5,4,1,No,52.0
2566,28,Male,Finance,38,3.93,3,25,0,No,65.9
2567,29,Male,Finance,24,2.68,1,24,1,Yes,43.6
2568,35,Female,Sales,20,1.02,3,25,1,No,24.2
2569,38,Male,Sales,28,2.06,4,21,2,No,40.2
2570,40,Female,IT,58,4.78,2,21,1,Yes,88.4
2571,26,Male,HR,53,4.05,4,8,4,No,77.6
2572,32,Female,IT,48,1.76,3,28,4,No,51.2
2573,22,Male,HR,21,1.27,4,25,3,No,27.4
2574,27,Female,Marketing,38,2.4,4,14,2,Yes,50.6
2575,36,Male,Finance,47,4.35,4,12,3,No,76.4
2576,23,Female,Finance,54,1.42,2,20,1,No,52.0
2577,23,Male,Sales,59,3.17,3,2,4,No,73.0
2578,47,Female,Marketing,41,2.1,3,18,3,No,49.7
2579,58,Female,Operations,23,3.91,2,1,4,No,55.2
2580,53,Male,Marketing,27,1.0,3,17,3,No,28.9
2581,48,Male,HR,20,2.11,3,13,0,No,35.1
2582,21,Male,Marketing,55,3.72,2,21,2,No,75.7
2583,28,Male,Sales,26,3.19,2,23,3,No,50.1
2584,57,Male,HR,44,4.12,2,12,1,No,72.0
2585,52,Male,IT,48,1.63,3,26,4,No,49.9
2586,57,Male,HR,20,3.12,3,23,4,No,45.2
2587,24,Female,IT,37,1.78,3,7,2,No,43.7
2588,50,Female,Operations,23,3.56,2,9,2,No,51.7
2589,26,Male,HR,39,1.53,4,22,0,No,42.6
2590,39,Female,Finance,27,1.59,4,1,3,No,34.8
2591,52,Female,Operations,46,2.31,3,9,0,No,55.3
2592,29,Male,IT,58,2.61,2,26,3,Yes,66.7
2593,32,Male,Sales,54,2.99,4,1,3,No,67.7
2594,31,Male,Operations,44,3.32,4,28,2,No,64.0
2595,36,Female,Operations,33,2.88,2,25,2,Yes,51.9
2596,21,Female,Operations,59,1.18,3,22,3,No,53.1
2597,41,Male,IT,50,2.37,3,3,2,No,58.7
2598,50,Female,IT,24,1.25,1,21,3,No,29.3
2599,33,Male,HR,36,1.47,4,8,2,Yes,39.9
2600,54,Male,Finance,29,1.37,1,20,1,No,34.0
2601,24,Female,Operations,35,1.63,4,9,3,No,40.8
2602,48,Female,HR,23,4.25,2,3,4,No,58.6
2603,58,Male,HR,24,3.51,3,2,1,No,51.9
2604,51,Male,Finance,39,3.03,2,6,0,Yes,57.6
2605,47,Female,HR,25,3.93,3,22,2,No,56.8
2606,25,Female,Finance,30,4.84,2,22,0,No,69.4
2607,45,Female,Sales,36,2.67,3,15,4,No,51.9
2608,23,Male,Finance,22,2.47,2,4,2,No,40.1
2609,53,Male,Marketing,35,4.91,2,12,0,No,73.6
2610,24,Male,Finance,55,4.09,2,9,1,No,79.4
2611,45,Male,Finance,45,4.11,4,23,0,No,72.6
2612,40,Female,Marketing,43,3.4,3,26,2,No,64.1
2613,54,Male,Finance,53,3.03,2,1,1,No,67.4
2614,46,Male,IT,39,3.2,3,15,4,No,59.3
2615,25,Male,HR,36,3.61,3,19,0,No,61.3
2616,55,Male,HR,39,2.51,4,0,3,Yes,52.4
2617,48,Female,Sales,35,4.13,1,5,2,Yes,65.8
2618,49,Female,Sales,23,4.64,3,21,3,Yes,62.5
2619,29,Male,Marketing,37,3.29,3,18,3,No,58.8
2620,58,Female,IT,55,2.53,1,0,0,No,63.8
2621,26,Female,Sales,54,3.78,2,27,3,Yes,75.6
2622,39,Female,HR,49,1.73,4,4,1,Yes,51.6
2623,31,Male,Sales,37,4.87,3,11,4,No,74.6
2624,22,Male,Sales,40,3.63,1,29,4,No,64.3
2625,29,Male,Finance,51,1.27,3,16,3,No,48.4
2626,41,Female,Sales,24,3.12,2,18,2,No,48.0
2627,44,Female,Marketing,42,4.0,4,7,3,No,69.4
2628,54,Male,HR,49,2.11,5,9,2,No,55.4
2629,42,Male,Marketing,46,1.2,3,24,4,No,44.2
2630,23,Male,Marketing,34,2.96,3,2,1,No,53.4
2631,32,Male,Operations,33,4.33,3,8,2,No,66.4
2632,48,Female,IT,40,2.01,4,6,4,No,48.1
2633,50,Male,Operations,53,3.87,2,23,0,No,75.8
2634,46,Male,Operations,45,2.63,3,5,3,No,57.8
2635,41,Female,Finance,44,1.24,4,14,2,No,43.2
2636,48,Male,Marketing,50,2.22,4,12,1,No,57.2
2637,46,Female,IT,25,2.26,3,13,3,Yes,40.1
2638,53,Male,HR,23,4.62,4,4,4,No,62.3
2639,41,Female,HR,43,4.93,2,25,4,Yes,79.4
2640,55,Male,IT,50,1.84,3,28,4,No,53.4
2641,54,Female,Marketing,38,2.72,5,23,2,No,53.8
2642,38,Male,Marketing,30,4.91,3,27,0,No,70.1
2643,31,Male,Finance,48,2.63,4,29,0,No,59.9
2644,43,Female,Finance,24,2.4,4,29,4,No,40.8
2645,42,Male,Operations,37,1.44,4,29,3,No,40.3
2646,37,Female,HR,22,4.01,5,1,1,No,55.5
2647,25,Male,Finance,59,2.79,1,6,3,No,69.2
2648,31,Male,IT,30,3.55,1,29,2,No,56.5
2649,50,Female,HR,40,3.04,3,0,0,No,58.4
2650,35,Female,Marketing,49,1.7,5,15,1,No,51.3
2651,47,Female,HR,38,1.71,3,6,4,Yes,43.7
2652,55,Female,Sales,44,4.76,4,14,4,Yes,78.4
2653,53,Male,HR,54,4.56,4,5,2,Yes,83.4
2654,40,Female,Finance,31,3.44,3,19,2,No,56.1
2655,36,Male,IT,45,1.0,3,18,2,No,41.5
2656,54,Male,Marketing,24,2.73,3,8,2,No,44.1
2657,22,Male,Marketing,38,3.12,2,21,4,No,57.8
2658,55,Male,Finance,46,2.8,4,29,4,No,60.2
2659,48,Female,Finance,57,4.7,2,5,2,No,86.9
2660,59,Male,Finance,48,1.16,5,28,4,No,45.2
2661,26,Female,Sales,31,3.62,3,16,2,No,57.9
2662,29,Male,IT,38,2.26,1,4,1,No,49.2
2663,40,Male,Sales,28,3.24,2,14,2,No,52.0
2664,21,Male,Finance,37,3.62,4,27,2,No,62.1
2665,28,Female,IT,48,2.76,2,6,1,No,61.2
2666,43,Male,Finance,22,1.59,4,13,0,No,31.3
2667,23,Female,IT,42,3.08,2,19,3,No,60.2
2668,24,Male,Marketing,49,4.73,3,27,2,No,81.6
2669,45,Male,Sales,43,3.14,2,29,1,No,61.5
2670,58,Female,Operations,56,1.49,3,17,1,No,54.1
2671,35,Female,Finance,56,4.3,2,28,4,No,82.2
2672,41,Male,Finance,23,1.89,3,24,2,Yes,35.0
